month_date,lag_1,lag_2,lag_3,lag_6,lag_12,rolling_mean_3,rolling_std_3,month,quarter,revenue,series_id
2021-12-01,562825.7594582596,518081.67256387376,493552.9198436502,589240.5597845591,491477.7068250937,524820.1172885945,35124.5861904293,12,4,626062.0637169312,0
2022-01-01,626062.0637169312,562825.7594582596,518081.67256387376,541035.9931373431,558191.142161744,568989.8319130215,54253.46127494965,1,1,688150.2336239675,0
2022-02-01,688150.2336239675,626062.0637169312,562825.7594582596,504923.02461772424,591395.2052110643,625679.352266386,62663.11360975109,2,1,757844.8961897474,0
2022-03-01,757844.8961897474,688150.2336239675,626062.0637169312,493552.9198436502,621959.1719426773,690685.7311768819,65927.9932541573,3,1,796931.2934816557,0
2022-04-01,796931.2934816557,757844.8961897474,688150.2336239675,518081.67256387376,627111.3359258487,747642.1410984568,55103.55618769204,4,2,807224.7247614163,0
2022-05-01,807224.7247614163,796931.2934816557,757844.8961897474,562825.7594582596,620424.6851307572,787333.6381442732,26051.451176916427,5,2,791585.1324765271,0
2022-06-01,791585.1324765271,807224.7247614163,796931.2934816557,626062.0637169312,589240.5597845591,798580.3835731996,7949.140538884103,6,2,742075.1297620799,0
2022-07-01,742075.1297620799,791585.1324765271,807224.7247614163,688150.2336239675,541035.9931373431,780294.9956666743,34010.55459755537,7,3,694497.1547268754,0
2022-08-01,694497.1547268754,742075.1297620799,791585.1324765271,757844.8961897474,504923.02461772424,742719.138988494,48547.19267673468,8,3,649030.6909444092,0
2022-09-01,649030.6909444092,694497.1547268754,742075.1297620799,796931.2934816557,493552.9198436502,695200.9918111215,46526.21238296407,9,3,635888.9383981797,0
2022-10-01,635888.9383981797,649030.6909444092,694497.1547268754,807224.7247614163,518081.67256387376,659805.5946898214,30753.937444658346,10,4,658975.7057032833,0
2022-11-01,658975.7057032833,635888.9383981797,649030.6909444092,791585.1324765271,562825.7594582596,647965.1116819574,11580.211592341962,11,4,698385.3230098799,0
2022-12-01,698385.3230098799,658975.7057032833,635888.9383981797,742075.1297620799,626062.0637169312,664416.6557037808,31601.46317916813,12,4,788774.9643367043,0
2023-01-01,788774.9643367043,698385.3230098799,658975.7057032833,694497.1547268754,688150.2336239675,715378.6643499559,66547.29237821548,1,1,877429.9206556083,0
2023-02-01,877429.9206556083,788774.9643367043,698385.3230098799,649030.6909444092,757844.8961897474,788196.7360007308,89523.69936244051,2,1,954686.00392064,0
2017-01-01,38.745527127576885,35.092708143844185,35.59090258933509,46.16525735711303,33.66845125337848,36.47637928691872,1.9808642983436078,1,1,39.258401540055104,1
2017-02-01,39.258401540055104,38.745527127576885,35.092708143844185,41.75050411003732,36.89757372277799,37.698878937158725,2.2715313543264433,2,1,43.37543187404536,1
2017-03-01,43.37543187404536,39.258401540055104,38.745527127576885,36.89867915565821,40.063816393417014,40.45978684722578,2.538010930346271,3,1,43.33326623797077,1
2017-04-01,43.33326623797077,43.37543187404536,39.258401540055104,35.59090258933509,43.106023028775205,41.989033217357076,2.3648903786497755,4,2,48.27501680266211,1
2017-05-01,48.27501680266211,43.33326623797077,43.37543187404536,35.092708143844185,41.92817883295543,44.994571638226084,2.841027075349749,5,2,52.269961295479085,1
2017-06-01,52.269961295479085,48.27501680266211,43.33326623797077,38.745527127576885,42.52486915842763,47.95941477870398,4.476698908332837,6,2,50.18494329952102,1
2017-07-01,50.18494329952102,52.269961295479085,48.27501680266211,39.258401540055104,46.16525735711303,50.243307132554065,1.9981116405063744,7,3,52.51735770347641,1
2017-08-01,52.51735770347641,50.18494329952102,52.269961295479085,43.37543187404536,41.75050411003732,51.65742076615884,1.2811883791971257,8,3,47.17220044697418,1
2017-09-01,47.17220044697418,52.51735770347641,50.18494329952102,43.33326623797077,36.89867915565821,49.95816714999054,2.679784896345536,9,3,46.00330436414883,1
2017-10-01,46.00330436414883,47.17220044697418,52.51735770347641,48.27501680266211,35.59090258933509,48.56428750486648,3.4729889878121893,10,4,43.85151598915862,1
2017-11-01,43.85151598915862,46.00330436414883,47.17220044697418,52.269961295479085,35.092708143844185,45.67567360009388,1.684411694111922,11,4,40.15575875422207,1
2017-12-01,40.15575875422207,43.85151598915862,46.00330436414883,50.18494329952102,38.745527127576885,43.336859702509834,2.9575497857320796,12,4,45.20987204430934,1
2018-01-01,45.20987204430934,40.15575875422207,43.85151598915862,52.51735770347641,39.258401540055104,43.072382262563345,2.6155883296493703,1,1,43.95487622801009,1
2018-02-01,43.95487622801009,45.20987204430934,40.15575875422207,47.17220044697418,43.37543187404536,43.10683567551383,2.6316144989849706,2,1,48.42123005477601,1
2018-03-01,48.42123005477601,43.95487622801009,45.20987204430934,46.00330436414883,43.33326623797077,45.86199277569849,2.3034811075190915,3,1,53.80602331362603,1
2018-04-01,53.80602331362603,48.42123005477601,43.95487622801009,43.85151598915862,48.27501680266211,48.72737653213738,4.932704022623952,4,2,57.45631045556193,1
2018-05-01,57.45631045556193,53.80602331362603,48.42123005477601,40.15575875422207,52.269961295479085,53.227854607988,4.545203928461398,5,2,61.18956854182569,1
2018-06-01,61.18956854182569,57.45631045556193,53.80602331362603,45.20987204430934,50.18494329952102,57.48396743700456,3.691850310573882,6,2,59.453062399282835,1
2018-07-01,59.453062399282835,61.18956854182569,57.45631045556193,43.95487622801009,52.51735770347641,59.366313798890154,1.868140244846749,7,3,57.76994868106027,1
2018-08-01,57.76994868106027,59.453062399282835,61.18956854182569,48.42123005477601,47.17220044697418,59.470859874056266,1.7098793994362969,8,3,57.356618613661794,1
2018-09-01,57.356618613661794,57.76994868106027,59.453062399282835,53.80602331362603,46.00330436414883,58.19320989800163,1.1104646234312667,9,3,48.76780703992658,1
2018-10-01,48.76780703992658,57.356618613661794,57.76994868106027,57.45631045556193,43.85151598915862,54.631458111549556,5.082274427209028,10,4,47.40364242100662,1
2018-11-01,47.40364242100662,48.76780703992658,57.356618613661794,61.18956854182569,40.15575875422207,51.17602269153167,5.395837353123887,11,4,46.44767329887545,1
2018-12-01,46.44767329887545,47.40364242100662,48.76780703992658,59.453062399282835,45.20987204430934,47.53970758660288,1.1660362091537073,12,4,47.64366304107412,1
2019-01-01,47.64366304107412,46.44767329887545,47.40364242100662,57.76994868106027,43.95487622801009,47.16499292031873,0.6327029745426016,1,1,54.44788465457697,1
2018-01-01,154440.78196675782,152303.5971579992,162975.14421734316,134327.79278995522,103441.26788848368,156573.17444736673,5646.308743636732,1,1,140636.7855262777,2
2018-02-01,140636.7855262777,154440.78196675782,152303.5971579992,139007.2360239552,89760.73387330453,149127.05488367824,7430.033314030941,2,1,148260.20841401923,2
2018-03-01,148260.20841401923,140636.7855262777,154440.78196675782,137803.683548627,91031.53538772125,147779.25863568494,6914.5545011344175,3,1,122421.13896406919,2
2018-04-01,122421.13896406919,148260.20841401923,140636.7855262777,162975.14421734316,102264.89255818522,137106.04430145537,13276.44446782841,4,2,115939.66231880002,2
2018-05-01,115939.66231880002,122421.13896406919,148260.20841401923,152303.5971579992,87831.6595737414,128873.66989896282,17099.14593108726,5,2,139639.27898730096,2
2018-06-01,139639.27898730096,115939.66231880002,122421.13896406919,154440.78196675782,120420.5030672086,126000.0267567234,12248.440142841859,6,2,157671.72696805838,2
2018-07-01,157671.72696805838,139639.27898730096,115939.66231880002,140636.7855262777,134327.79278995522,137750.22275805313,20930.067010175015,7,3,195994.34691281553,2
2018-08-01,195994.34691281553,157671.72696805838,139639.27898730096,148260.20841401923,139007.2360239552,164435.11762272494,28779.871613387477,8,3,209314.37567388036,2
2018-09-01,209314.37567388036,195994.34691281553,157671.72696805838,122421.13896406919,137803.683548627,187660.14985158478,26811.096990421873,9,3,216238.44019811036,2
2018-10-01,216238.44019811036,209314.37567388036,195994.34691281553,115939.66231880002,162975.14421734316,207182.3875949354,10289.06497756268,10,4,243093.70499695704,2
2018-11-01,243093.70499695704,216238.44019811036,209314.37567388036,139639.27898730096,152303.5971579992,222882.17362298258,17842.790357586906,11,4,190963.60997046798,2
2018-12-01,190963.60997046798,243093.70499695704,216238.44019811036,157671.72696805838,154440.78196675782,216765.25172184512,26069.04006007615,12,4,190728.53069985757,2
2019-01-01,190728.53069985757,190963.60997046798,243093.70499695704,195994.34691281553,140636.7855262777,208261.94855576087,30165.414934158973,1,1,172207.97753188983,2
2019-02-01,172207.97753188983,190728.53069985757,190963.60997046798,209314.37567388036,148260.20841401923,184633.3727340718,10761.34982303225,2,1,167877.395729037,2
2019-03-01,167877.395729037,172207.97753188983,190728.53069985757,216238.44019811036,122421.13896406919,176937.96798692815,12137.676863478971,3,1,146890.4768349386,2
2019-04-01,146890.4768349386,167877.395729037,172207.97753188983,243093.70499695704,115939.66231880002,162325.2833652885,13541.175139543813,4,2,178735.11116962956,2
2019-05-01,178735.11116962956,146890.4768349386,167877.395729037,190963.60997046798,139639.27898730096,164500.99457786838,16188.583864185133,5,2,179813.97089873182,2
2019-06-01,179813.97089873182,178735.11116962956,146890.4768349386,190728.53069985757,157671.72696805838,168479.85296776667,18704.72817050052,6,2,180179.51024388106,2
2019-07-01,180179.51024388106,179813.97089873182,178735.11116962956,172207.97753188983,195994.34691281553,179576.1974374141,750.9822471991257,7,3,213481.639086393,2
2019-08-01,213481.639086393,180179.51024388106,179813.97089873182,167877.395729037,209314.37567388036,191158.37340966865,19333.379104761636,8,3,267344.82038361725,2
2019-09-01,267344.82038361725,213481.639086393,180179.51024388106,146890.4768349386,216238.44019811036,220335.32323796375,43984.96973712987,9,3,299834.59043912624,2
2019-10-01,299834.59043912624,267344.82038361725,213481.639086393,178735.11116962956,243093.70499695704,260220.34996971217,43615.09613471987,10,4,337263.2883071658,2
2019-11-01,337263.2883071658,299834.59043912624,267344.82038361725,179813.97089873182,190963.60997046798,301480.89970996976,34988.29504070682,11,4,354642.6928049622,2
2019-12-01,354642.6928049622,337263.2883071658,299834.59043912624,180179.51024388106,190728.53069985757,330580.19051708473,28008.56776577236,12,4,278649.91482719063,2
2020-01-01,278649.91482719063,354642.6928049622,337263.2883071658,213481.639086393,172207.97753188983,323518.6319797729,39817.23570720802,1,1,228210.2280498927,2
2020-02-01,228210.2280498927,278649.91482719063,354642.6928049622,267344.82038361725,167877.395729037,287167.6118940152,63645.15227809694,2,1,189083.45293345838,2
2020-03-01,189083.45293345838,228210.2280498927,278649.91482719063,299834.59043912624,146890.4768349386,231981.19860351388,44902.14848119835,3,1,227233.1980141202,2
2020-04-01,227233.1980141202,189083.45293345838,228210.2280498927,337263.2883071658,178735.11116962956,214842.2929991571,22313.158182346353,4,2,210118.6083368903,2
2020-05-01,210118.6083368903,227233.1980141202,189083.45293345838,354642.6928049622,179813.97089873182,208811.75309482295,19108.41870479304,5,2,235640.29268722274,2
2020-06-01,235640.29268722274,210118.6083368903,227233.1980141202,278649.91482719063,180179.51024388106,224330.6996794111,13006.054953627157,6,2,260501.14761362044,2
2020-07-01,260501.14761362044,235640.29268722274,210118.6083368903,228210.2280498927,213481.639086393,235420.01621257782,25191.991927729796,7,3,308047.46942664514,2
2020-08-01,308047.46942664514,260501.14761362044,235640.29268722274,189083.45293345838,267344.82038361725,268062.9699091628,36791.10868356022,8,3,378846.8570725271,2
2017-01-01,1892663.1439268237,2159477.3872023644,1858775.6015118011,1723172.7192903452,1893901.7702163085,1970305.3775469966,164701.6342071941,1,1,2199653.7326159407,3
2017-02-01,2199653.7326159407,1892663.1439268237,2159477.3872023644,1795151.9690630194,2109297.7027936997,2083931.4212483764,166856.82519712351,2,1,2102667.7714368063,3
2017-03-01,2102667.7714368063,2199653.7326159407,1892663.1439268237,2284563.0954844835,1854825.829078151,2064994.882659857,156924.31391445646,3,1,2002130.8550240174,3
2017-04-01,2002130.8550240174,2102667.7714368063,2199653.7326159407,1858775.6015118011,1972252.6206418637,2101484.119692255,98766.75840908065,4,2,2012109.4030946882,3
2017-05-01,2012109.4030946882,2002130.8550240174,2102667.7714368063,2159477.3872023644,1754339.1871129205,2038969.3431851706,55389.62156122843,5,2,1912723.43966886,3
2017-06-01,1912723.43966886,2012109.4030946882,2002130.8550240174,1892663.1439268237,1665436.6854128677,1975654.5659291884,54727.85254963387,6,2,2107497.5487022004,3
2017-07-01,2107497.5487022004,1912723.43966886,2012109.4030946882,2199653.7326159407,1723172.7192903452,2010776.7971552492,97393.89234636362,7,3,1988574.646756903,3
2017-08-01,1988574.646756903,2107497.5487022004,1912723.43966886,2102667.7714368063,1795151.9690630194,2002931.8783759875,98177.57362175801,8,3,1898116.39654057,3
2017-09-01,1898116.39654057,1988574.646756903,2107497.5487022004,2002130.8550240174,2284563.0954844835,1998062.863999891,105012.5536303652,9,3,1931912.662071608,3
2017-10-01,1931912.662071608,1898116.39654057,1988574.646756903,2012109.4030946882,1858775.6015118011,1939534.5684563601,45708.24707591898,10,4,2229759.620430002,3
2017-11-01,2229759.620430002,1931912.662071608,1898116.39654057,1912723.43966886,2159477.3872023644,2019929.5596807264,182502.15803243095,11,4,2519113.0868715513,3
2017-12-01,2519113.0868715513,2229759.620430002,1931912.662071608,2107497.5487022004,1892663.1439268237,2226928.45645772,293610.4499815825,12,4,2284226.608119495,3
2018-01-01,2284226.608119495,2519113.0868715513,2229759.620430002,1988574.646756903,2199653.7326159407,2344366.4384736824,153765.91472660232,1,1,2238522.607267232,3
2018-02-01,2238522.607267232,2284226.608119495,2519113.0868715513,1898116.39654057,2102667.7714368063,2347287.4340860923,150549.84270944382,2,1,2304844.07502817,3
2018-03-01,2304844.07502817,2238522.607267232,2284226.608119495,1931912.662071608,2002130.8550240174,2275864.430138299,33942.28611825854,3,1,2476101.716568996,3
2018-04-01,2476101.716568996,2304844.07502817,2238522.607267232,2229759.620430002,2012109.4030946882,2339822.799621466,122591.15659290344,4,2,2269618.2821705793,3
2018-05-01,2269618.2821705793,2476101.716568996,2304844.07502817,2519113.0868715513,1912723.43966886,2350188.024589248,110457.71811688947,5,2,2156908.9314969494,3
2018-06-01,2156908.9314969494,2269618.2821705793,2476101.716568996,2284226.608119495,2107497.5487022004,2300876.310078841,161875.8992007406,6,2,2447884.5252059214,3
2018-07-01,2447884.5252059214,2156908.9314969494,2269618.2821705793,2238522.607267232,1988574.646756903,2291470.5796244834,146713.46636073725,7,3,2359396.7671464197,3
2018-08-01,2359396.7671464197,2447884.5252059214,2156908.9314969494,2304844.07502817,1898116.39654057,2321396.7412830964,149163.3349981915,8,3,2615228.0051287296,3
2018-09-01,2615228.0051287296,2359396.7671464197,2447884.5252059214,2476101.716568996,1931912.662071608,2474169.765827023,129925.32850746666,9,3,2414699.5784627027,3
2018-10-01,2414699.5784627027,2615228.0051287296,2359396.7671464197,2269618.2821705793,2229759.620430002,2463108.116912617,134610.34703184536,10,4,2189464.951429642,3
2018-11-01,2189464.951429642,2414699.5784627027,2615228.0051287296,2156908.9314969494,2519113.0868715513,2406464.1783403573,213000.96439963658,11,4,2196032.166161446,3
2018-12-01,2196032.166161446,2189464.951429642,2414699.5784627027,2447884.5252059214,2284226.608119495,2266732.23201793,128185.54437909393,12,4,2823061.5942258188,3
2019-01-01,2823061.5942258188,2196032.166161446,2189464.951429642,2359396.7671464197,2238522.607267232,2402852.903938968,363926.2145295067,1,1,2844011.4205738455,3
2019-02-01,2844011.4205738455,2823061.5942258188,2196032.166161446,2615228.0051287296,2304844.07502817,2621035.06032037,368212.3284717668,2,1,2452779.548212761,3
2019-03-01,2452779.548212761,2844011.4205738455,2823061.5942258188,2414699.5784627027,2476101.716568996,2706617.521004142,220079.5563634487,3,1,2398186.5450766664,3
2019-04-01,2398186.5450766664,2452779.548212761,2844011.4205738455,2189464.951429642,2269618.2821705793,2564992.504621091,243174.35225048524,4,2,2754143.6184554263,3
2019-05-01,2754143.6184554263,2398186.5450766664,2452779.548212761,2196032.166161446,2156908.9314969494,2535036.5705816173,191705.56282705226,5,2,2244387.45723241,3
2019-06-01,2244387.45723241,2754143.6184554263,2398186.5450766664,2823061.5942258188,2447884.5252059214,2465572.5402548336,261473.68937585555,6,2,2303475.8213005876,3
2019-07-01,2303475.8213005876,2244387.45723241,2754143.6184554263,2844011.4205738455,2359396.7671464197,2434002.298996141,278820.20552842517,7,3,2650080.031793008,3
2019-08-01,2650080.031793008,2303475.8213005876,2244387.45723241,2452779.548212761,2615228.0051287296,2399314.4367753346,219169.78903464295,8,3,2488796.6963843796,3
2019-09-01,2488796.6963843796,2650080.031793008,2303475.8213005876,2398186.5450766664,2414699.5784627027,2480784.183159325,173440.96966664397,9,3,2627624.733884703,3
2019-10-01,2627624.733884703,2488796.6963843796,2650080.031793008,2754143.6184554263,2189464.951429642,2588833.8206873634,87359.19974534266,10,4,2648460.468086417,3
2018-01-01,5.452671329358232,5.921314134468917,6.389440092245567,6.217638473633711,5.481005729865623,5.921141852024238,0.4683844052071969,1,1,4.830942968247253,4
2018-02-01,4.830942968247253,5.452671329358232,5.921314134468917,6.433995917552256,5.036424894470848,5.401642810691468,0.5469737217818518,2,1,4.428492668072285,4
2018-03-01,4.428492668072285,4.830942968247253,5.452671329358232,6.483010180783797,4.891056445343461,4.904035655225923,0.515986810127631,3,1,4.308809752732078,4
2018-04-01,4.308809752732078,4.428492668072285,4.830942968247253,6.389440092245567,5.027591316881229,4.522748463017205,0.27353041850327114,4,2,4.423745590407691,4
2018-05-01,4.423745590407691,4.308809752732078,4.428492668072285,5.921314134468917,5.442714005127278,4.387016003737351,0.06777017750315417,5,2,4.698129108093387,4
2018-06-01,4.698129108093387,4.423745590407691,4.308809752732078,5.452671329358232,5.690665220509809,4.476894817077719,0.20002754894376176,6,2,4.983032431985738,4
2018-07-01,4.983032431985738,4.698129108093387,4.423745590407691,4.830942968247253,6.217638473633711,4.701635710162272,0.27965990950462705,7,3,5.429648698505028,4
2018-08-01,5.429648698505028,4.983032431985738,4.698129108093387,4.428492668072285,6.433995917552256,5.036936746194718,0.36872684212945195,8,3,5.672560001159609,4
2018-09-01,5.672560001159609,5.429648698505028,4.983032431985738,4.308809752732078,6.483010180783797,5.361747043883459,0.34974282435522125,9,3,5.892857337398543,4
2018-10-01,5.892857337398543,5.672560001159609,5.429648698505028,4.423745590407691,6.389440092245567,5.665022012354394,0.23169630282509449,10,4,5.645012071678827,4
2018-11-01,5.645012071678827,5.892857337398543,5.672560001159609,4.698129108093387,5.921314134468917,5.736809803412325,0.1358412557070056,11,4,5.062088402665382,4
2018-12-01,5.062088402665382,5.645012071678827,5.892857337398543,4.983032431985738,5.452671329358232,5.533319270580917,0.4264982029179502,12,4,4.646625523353424,4
2019-01-01,4.646625523353424,5.062088402665382,5.645012071678827,5.429648698505028,4.830942968247253,5.117908665899211,0.5015285149519375,1,1,4.1341652611554505,4
2019-02-01,4.1341652611554505,4.646625523353424,5.062088402665382,5.672560001159609,4.428492668072285,4.614293062391419,0.4648057445442167,2,1,3.8698754846586323,4
2019-03-01,3.8698754846586323,4.1341652611554505,4.646625523353424,5.892857337398543,4.308809752732078,4.216888756389168,0.3949272567838831,3,1,3.789193835255929,4
2019-04-01,3.789193835255929,3.8698754846586323,4.1341652611554505,5.645012071678827,4.423745590407691,3.931078193690004,0.18044569783278272,4,2,3.9138969087499382,4
2019-05-01,3.9138969087499382,3.789193835255929,3.8698754846586323,5.062088402665382,4.698129108093387,3.8576554095548334,0.06324327483106769,5,2,4.044992835364365,4
2019-06-01,4.044992835364365,3.9138969087499382,3.789193835255929,4.646625523353424,4.983032431985738,3.9160278597900775,0.1279128133861459,6,2,4.375494866290996,4
2019-07-01,4.375494866290996,4.044992835364365,3.9138969087499382,4.1341652611554505,5.429648698505028,4.111461536801767,0.23786915479857776,7,3,4.5825966806231415,4
2019-08-01,4.5825966806231415,4.375494866290996,4.044992835364365,3.8698754846586323,5.672560001159609,4.3343614607595,0.2711520632361313,8,3,4.921130701045834,4
2019-09-01,4.921130701045834,4.5825966806231415,4.375494866290996,3.789193835255929,5.892857337398543,4.626407415986657,0.2754435540032927,9,3,4.88198817643805,4
2019-10-01,4.88198817643805,4.921130701045834,4.5825966806231415,3.9138969087499382,5.645012071678827,4.795238519369009,0.18519030211401546,10,4,4.756643246966685,4
2019-11-01,4.756643246966685,4.88198817643805,4.921130701045834,4.044992835364365,5.062088402665382,4.853254041483523,0.0859259478914518,11,4,4.415139092193197,4
2023-01-01,54136.88748117987,54064.22984161086,56451.820188749974,58185.72256990787,55133.105007549675,54884.31250384691,1357.9874961941243,1,1,52853.26163562961,5
2023-02-01,52853.26163562961,54136.88748117987,54064.22984161086,58435.75169271715,58283.43939123502,53684.79298614011,721.0430453920927,2,1,56131.995340393194,5
2023-03-01,56131.995340393194,52853.26163562961,54136.88748117987,58588.529640586676,53921.911548914075,54374.0481524009,1652.1826668588094,3,1,58103.810992387116,5
2023-04-01,58103.810992387116,56131.995340393194,52853.26163562961,56451.820188749974,57148.217380006165,55696.35598946997,2652.244967945315,4,2,61018.89613491891,5
2023-05-01,61018.89613491891,58103.810992387116,56131.995340393194,54064.22984161086,59869.79692703514,58418.23415589975,2458.5760692317285,5,2,61256.6601726674,5
2023-06-01,61256.6601726674,61018.89613491891,58103.810992387116,54136.88748117987,62995.614627364674,60126.45576665781,1755.691273138579,6,2,63872.634925442864,5
2023-07-01,63872.634925442864,61256.6601726674,61018.89613491891,52853.26163562961,58185.72256990787,62049.397077676396,1583.4393330840405,7,3,64642.470357767976,5
2023-08-01,64642.470357767976,63872.634925442864,61256.6601726674,56131.995340393194,58435.75169271715,63257.255151959405,1774.8089619990135,8,3,62039.594638594885,5
2023-09-01,62039.594638594885,64642.470357767976,63872.634925442864,58103.810992387116,58588.529640586676,63518.23330726858,1337.1390662861245,9,3,60769.83977725515,5
2023-10-01,60769.83977725515,62039.594638594885,64642.470357767976,61018.89613491891,56451.820188749974,62483.96825787267,1974.1878933914188,10,4,58619.9352465926,5
2023-11-01,58619.9352465926,60769.83977725515,62039.594638594885,61256.6601726674,54064.22984161086,60476.45655414754,1728.6043144768882,11,4,57361.05926976897,5
2023-12-01,57361.05926976897,58619.9352465926,60769.83977725515,63872.634925442864,54136.88748117987,58916.9447645389,1723.6899742608857,12,4,55872.3244148766,5
2024-01-01,55872.3244148766,57361.05926976897,58619.9352465926,64642.470357767976,52853.26163562961,57284.43964374606,1375.4069383130832,1,1,58250.16966703574,5
2024-02-01,58250.16966703574,55872.3244148766,57361.05926976897,62039.594638594885,56131.995340393194,57161.184450560446,1201.457227003632,2,1,59155.917805302706,5
2024-03-01,59155.917805302706,58250.16966703574,55872.3244148766,60769.83977725515,58103.810992387116,57759.47062907168,1695.9025761542712,3,1,65106.26317199615,5
2024-04-01,65106.26317199615,59155.917805302706,58250.16966703574,58619.9352465926,61018.89613491891,60837.4502147782,3724.53594025851,4,2,66471.6196004373,5
2024-05-01,66471.6196004373,65106.26317199615,59155.917805302706,57361.05926976897,61256.6601726674,63577.933525912056,3889.950747652004,5,2,66043.78237855759,5
2024-06-01,66043.78237855759,66471.6196004373,65106.26317199615,55872.3244148766,63872.634925442864,65873.88838366368,698.3534358023301,6,2,64723.87465201064,5
2024-07-01,64723.87465201064,66043.78237855759,66471.6196004373,58250.16966703574,64642.470357767976,65746.42554366852,911.0262985385998,7,3,63871.00640765136,5
2024-08-01,63871.00640765136,64723.87465201064,66043.78237855759,59155.917805302706,62039.594638594885,64879.55447940653,1094.7218877094851,8,3,67026.43214121855,5
2024-09-01,67026.43214121855,63871.00640765136,64723.87465201064,65106.26317199615,60769.83977725515,65207.104400293516,1632.271770335282,9,3,63627.01181357135,5
2024-10-01,63627.01181357135,67026.43214121855,63871.00640765136,66471.6196004373,58619.9352465926,64841.483454147085,1896.1497605243087,10,4,62275.02458533068,5
2024-11-01,62275.02458533068,63627.01181357135,67026.43214121855,66043.78237855759,57361.05926976897,64309.489513373526,2448.121789981538,11,4,57225.45540474905,5
2024-12-01,57225.45540474905,62275.02458533068,63627.01181357135,64723.87465201064,55872.3244148766,61042.4972678837,3374.066360494892,12,4,61449.897805311644,5
2025-01-01,61449.897805311644,57225.45540474905,62275.02458533068,63871.00640765136,58250.16966703574,60316.79259846379,2708.7788364333583,1,1,61379.26059669583,5
