month,series_id,actual,predicted,abs_error,pct_error
2024-07-01,32,4844.76,6655.67,1810.91,37.38
2024-08-01,32,8751.48,5193.2,3558.28,40.66
2024-09-01,32,8255.34,8856.23,600.89,7.28
2024-10-01,32,9219.51,7782.42,1437.09,15.59
2024-11-01,32,6962.37,8606.85,1644.47,23.62
2024-12-01,32,7028.75,7152.85,124.09,1.77
2025-01-01,32,7392.08,7079.44,312.64,4.23
2025-02-01,32,6704.17,7299.63,595.46,8.88
2025-03-01,32,6527.21,6960.4,433.19,6.64
2025-04-01,32,6992.09,6378.03,614.06,8.78
2025-05-01,32,5089.98,6841.49,1751.51,34.41
2025-06-01,32,7776.37,5931.39,1844.98,23.73
2025-07-01,32,7730.28,7209.98,520.3,6.73
2025-08-01,32,8293.94,8020.54,273.4,3.3
2025-09-01,32,7534.95,8502.07,967.13,12.84
2025-10-01,32,9992.72,8041.64,1951.08,19.53
2025-11-01,32,6708.08,8968.31,2260.22,33.69
2025-12-01,32,9673.79,7428.46,2245.33,23.21
2026-01-01,32,6905.53,8930.09,2024.55,29.32
2026-02-01,32,7795.93,7448.88,347.04,4.45
2026-03-01,32,7181.82,7644.94,463.12,6.45
2026-04-01,32,8135.24,7154.99,980.26,12.05
2019-01-01,43,40.44,38.67,1.76,4.36
2019-02-01,43,39.49,39.69,0.2,0.51
2019-03-01,43,38.98,39.77,0.79,2.01
2019-04-01,43,38.76,38.35,0.41,1.06
2019-05-01,43,36.7,38.2,1.5,4.08
2019-06-01,43,32.98,36.01,3.03,9.19
2019-07-01,43,32.43,33.4,0.97,3.0
2019-08-01,43,31.65,32.43,0.78,2.47
2019-09-01,43,32.3,32.36,0.05,0.17
2019-10-01,43,34.41,32.88,1.53,4.45
2019-11-01,43,33.55,34.86,1.31,3.89
2019-12-01,43,37.08,34.34,2.75,7.4
2020-01-01,43,39.05,37.39,1.66,4.26
2020-02-01,43,39.87,39.69,0.18,0.45
2020-03-01,43,38.81,38.88,0.07,0.18
2020-04-01,43,36.24,38.81,2.57,7.09
2020-05-01,43,36.13,35.87,0.26,0.73
2020-06-01,43,32.66,35.28,2.62,8.01
2020-07-01,43,31.72,33.63,1.91,6.01
2020-08-01,43,29.8,32.71,2.91,9.78
2020-09-01,43,29.75,32.39,2.64,8.89
2020-10-01,43,32.71,30.52,2.19,6.71
2020-11-01,43,34.9,33.17,1.73,4.96
2020-12-01,43,37.93,34.89,3.04,8.02
2021-01-01,43,42.19,38.93,3.26,7.72
2021-02-01,43,40.51,41.87,1.36,3.36
2021-03-01,43,40.52,39.97,0.55,1.37
2021-04-01,43,36.89,38.4,1.51,4.09
2021-05-01,43,34.45,36.47,2.02,5.85
2021-06-01,43,35.57,34.96,0.61,1.72
2021-07-01,43,30.66,34.73,4.07,13.27
2021-08-01,43,29.6,32.7,3.1,10.47
2021-09-01,43,31.0,31.94,0.94,3.02
2021-10-01,43,32.42,30.74,1.68,5.19
2021-11-01,43,33.68,33.44,0.24,0.71
2021-12-01,43,36.85,33.89,2.97,8.05
2022-01-01,43,40.96,36.83,4.13,10.09
2022-02-01,43,39.06,39.57,0.51,1.3
2022-03-01,43,37.95,39.77,1.82,4.78
2022-04-01,43,39.76,38.37,1.39,3.5
2022-05-01,43,36.84,37.88,1.04,2.84
2022-06-01,43,33.01,36.47,3.46,10.47
2022-07-01,43,30.0,33.4,3.41,11.35
2022-08-01,43,30.0,31.8,1.8,5.99
2022-01-01,44,6.74,6.58,0.16,2.37
2022-02-01,44,6.05,5.8,0.25,4.12
2022-03-01,44,5.39,5.68,0.29,5.38
2022-04-01,44,6.13,5.17,0.97,15.76
2022-05-01,44,7.09,5.85,1.24,17.51
2022-06-01,44,7.34,6.87,0.47,6.44
2022-07-01,44,9.11,6.81,2.3,25.27
2022-08-01,44,10.12,8.23,1.89,18.69
2022-09-01,44,10.21,9.7,0.51,5.01
2022-10-01,44,8.46,9.7,1.24,14.68
2022-11-01,44,9.19,8.56,0.63,6.91
2022-12-01,44,10.29,8.8,1.49,14.48
2023-01-01,44,8.35,9.26,0.91,10.9
2023-02-01,44,7.19,8.16,0.97,13.43
2023-03-01,44,8.52,7.03,1.49,17.44
2023-04-01,44,8.33,7.69,0.64,7.63
2023-05-01,44,9.73,7.8,1.93,19.86
2023-06-01,44,10.51,9.4,1.11,10.54
2023-07-01,44,11.93,10.01,1.92,16.12
2023-08-01,44,12.99,11.53,1.45,11.19
2023-09-01,44,13.93,12.82,1.12,8.02
2023-10-01,44,15.27,11.89,3.38,22.11
2023-11-01,44,13.82,13.58,0.24,1.7
2023-12-01,44,11.19,13.13,1.94,17.33
2024-01-01,44,11.68,10.54,1.14,9.78
2024-02-01,44,11.4,10.45,0.95,8.35
2024-03-01,44,11.24,10.6,0.64,5.68
2024-04-01,44,10.73,10.54,0.19,1.8
2024-05-01,44,12.91,11.08,1.83,14.2
2024-06-01,44,14.39,12.67,1.72,11.98
2024-07-01,44,17.61,14.11,3.5,19.87
2024-08-01,44,16.11,16.3,0.19,1.17
2024-09-01,44,17.21,15.34,1.87,10.88
2024-10-01,44,17.57,16.97,0.6,3.42
2024-11-01,44,16.83,16.5,0.34,1.99
2024-12-01,44,15.43,15.5,0.07,0.46
2025-01-01,44,12.7,15.06,2.35,18.52
2025-02-01,44,13.81,12.16,1.64,11.89
2025-03-01,44,14.2,13.1,1.11,7.81
2025-04-01,44,14.13,13.05,1.08,7.62
2025-05-01,44,17.76,13.65,4.11,23.13
2025-06-01,44,18.09,16.68,1.41,7.82
2025-07-01,44,21.8,17.81,3.99,18.32
2025-08-01,44,22.57,19.54,3.03,13.41
2025-09-01,44,24.52,22.63,1.89,7.7
2025-10-01,44,24.0,22.52,1.48,6.18
2025-11-01,44,24.66,21.57,3.09,12.54
2020-01-01,48,444334.47,407480.56,36853.91,8.29
2020-02-01,48,420288.42,453588.7,33300.29,7.92
2020-03-01,48,477826.29,482309.24,4482.95,0.94
2020-04-01,48,493383.24,496947.63,3564.39,0.72
2020-05-01,48,516553.52,528427.39,11873.88,2.3
2020-06-01,48,604724.77,544357.86,60366.91,9.98
2020-07-01,48,526388.58,628340.38,101951.81,19.37
2020-08-01,48,444707.62,549130.35,104422.72,23.48
2020-09-01,48,378205.02,470092.45,91887.42,24.3
2020-10-01,48,347142.86,398164.03,51021.17,14.7
2020-11-01,48,361624.29,363104.94,1480.65,0.41
2020-12-01,48,374764.84,376240.46,1475.61,0.39
2021-01-01,48,331944.6,394709.36,62764.76,18.91
2021-02-01,48,399693.16,368517.77,31175.39,7.8
2021-03-01,48,326709.16,420796.79,94087.64,28.8
2021-04-01,48,453712.16,389396.41,64315.75,14.18
2021-05-01,48,483942.99,457638.91,26304.08,5.44
2021-06-01,48,416419.06,514743.27,98324.21,23.61
2021-07-01,48,483683.23,455731.29,27951.94,5.78
2021-08-01,48,326858.69,469538.07,142679.38,43.65
2021-09-01,48,334900.29,383400.63,48500.34,14.48
2021-10-01,48,297733.62,355841.7,58108.08,19.52
2021-11-01,48,282105.04,314833.11,32728.07,11.6
2021-12-01,48,283879.42,314525.68,30646.26,10.8
2022-01-01,48,306823.54,302726.22,4097.32,1.34
2022-02-01,48,357361.2,321804.3,35556.9,9.95
2022-03-01,48,402829.71,342359.0,60470.7,15.01
2022-04-01,48,362572.92,421204.88,58631.96,16.17
2022-05-01,48,398381.92,415197.98,16816.07,4.22
2022-06-01,48,323956.65,378475.78,54519.13,16.83
2022-07-01,48,356655.47,391332.69,34677.22,9.72
2022-08-01,48,271623.31,358380.02,86756.71,31.94
2022-09-01,48,300805.63,297277.52,3528.11,1.17
2022-10-01,48,306443.04,300863.16,5579.88,1.82
2022-11-01,48,230359.92,307000.36,76640.44,33.27
2022-12-01,48,176578.54,275794.08,99215.54,56.19
2023-01-01,48,232632.15,213499.06,19133.08,8.22
2023-02-01,48,304228.33,257161.33,47066.99,15.47
2023-03-01,48,302963.76,316822.28,13858.52,4.57
2020-01-01,49,129.07,167.74,38.67,29.96
2020-02-01,49,154.15,164.44,10.29,6.68
2020-03-01,49,191.4,167.53,23.87,12.47
2020-04-01,49,174.07,202.2,28.13,16.16
2020-05-01,49,156.65,187.44,30.79,19.65
2020-06-01,49,212.39,180.22,32.17,15.14
2020-07-01,49,187.85,212.89,25.04,13.33
2020-08-01,49,165.51,203.87,38.36,23.17
2020-09-01,49,147.45,171.83,24.38,16.53
2020-10-01,49,150.09,157.16,7.06,4.71
2020-11-01,49,121.58,155.63,34.05,28.01
2020-12-01,49,133.24,151.44,18.19,13.65
2021-01-01,49,127.93,135.39,7.45,5.83
2021-02-01,49,130.74,130.02,0.73,0.56
2021-03-01,49,138.19,143.89,5.71,4.13
2021-04-01,49,142.68,143.71,1.03,0.72
2021-05-01,49,162.73,143.05,19.68,12.09
2021-06-01,49,139.77,177.77,38.0,27.19
2021-07-01,49,126.21,155.85,29.64,23.49
2021-08-01,49,142.81,151.43,8.62,6.04
2021-09-01,49,130.61,139.3,8.68,6.65
2021-10-01,49,117.11,140.84,23.73,20.26
2021-11-01,49,107.37,119.02,11.66,10.86
2021-12-01,49,96.96,110.38,13.41,13.83
2022-01-01,49,106.53,108.31,1.78,1.67
2023-01-01,51,3693.98,3709.21,15.22,0.41
2023-02-01,51,3491.05,3685.11,194.05,5.56
2023-03-01,51,3331.08,3535.09,204.02,6.12
2023-04-01,51,3124.87,3302.95,178.07,5.7
2023-05-01,51,2969.67,3187.53,217.87,7.34
2023-06-01,51,2813.95,2962.81,148.86,5.29
2023-07-01,51,2932.79,2857.43,75.36,2.57
2023-08-01,51,2993.45,2914.61,78.84,2.63
2023-09-01,51,3218.01,2958.29,259.72,8.07
2023-10-01,51,3560.64,3183.9,376.74,10.58
2023-11-01,51,3703.44,3500.85,202.59,5.47
2023-12-01,51,3770.1,3660.39,109.71,2.91
2024-01-01,51,3767.92,3711.26,56.66,1.5
2024-02-01,51,3698.55,3690.08,8.47,0.23
2024-03-01,51,3480.67,3690.5,209.83,6.03
2024-04-01,51,3145.1,3532.64,387.54,12.32
2024-05-01,51,2983.04,3187.53,204.49,6.86
2024-06-01,51,2893.25,2962.81,69.56,2.4
2024-07-01,51,2884.29,2966.62,82.33,2.85
2024-08-01,51,3068.7,2966.02,102.68,3.35
2024-09-01,51,3301.4,3185.23,116.16,3.52
2024-10-01,51,3603.0,3307.26,295.74,8.21
2024-11-01,51,3813.71,3500.85,312.86,8.2
2024-12-01,51,3844.88,3660.39,184.49,4.8
2025-01-01,51,3828.85,3709.21,119.65,3.12
2025-02-01,51,3728.8,3702.37,26.44,0.71
2025-03-01,51,3448.99,3690.5,241.51,7.0
2025-04-01,51,3256.1,3509.17,253.07,7.77
2025-05-01,51,3031.8,3311.03,279.23,9.21
2025-06-01,51,2902.66,3187.53,284.87,9.81
2025-07-01,51,2934.24,2962.81,28.57,0.97
2025-08-01,51,3180.32,2966.02,214.3,6.74
2025-09-01,51,3350.4,3183.47,166.93,4.98
2025-10-01,51,3686.98,3476.53,210.45,5.71
2025-11-01,51,3794.72,3660.9,133.82,3.53
2025-12-01,51,3940.96,3711.13,229.84,5.83
2026-01-01,51,4023.08,3911.49,111.59,2.77
2026-02-01,51,3709.65,3908.62,198.98,5.36
2026-03-01,51,3448.43,3688.46,240.03,6.96
2026-04-01,51,3340.4,3512.0,171.59,5.14
2026-05-01,51,3054.15,3311.03,256.88,8.41
2026-06-01,51,2987.86,3187.53,199.67,6.68
2026-07-01,51,2998.18,2962.81,35.36,1.18
2026-08-01,51,3186.58,2968.41,218.18,6.85
2026-09-01,51,3372.67,3185.23,187.44,5.56
2026-10-01,51,3664.42,3476.53,187.89,5.13
2019-01-01,54,3000964.8,2981827.77,19137.04,0.64
2019-02-01,54,4187413.4,3057656.16,1129757.24,26.98
2019-03-01,54,3475533.09,3606436.88,130903.79,3.77
2019-04-01,54,3131874.01,3505390.34,373516.34,11.93
2019-05-01,54,3516199.09,2960991.89,555207.2,15.79
2019-06-01,54,2971297.41,3583545.22,612247.81,20.61
2019-07-01,54,3966308.88,3207598.78,758710.11,19.13
2019-08-01,54,3150508.52,3886491.16,735982.63,23.36
2019-09-01,54,3643683.69,3316116.09,327567.6,8.99
2019-10-01,54,3922755.71,3688559.24,234196.47,5.97
2019-11-01,54,3714786.2,3712407.76,2378.44,0.06
2019-12-01,54,3668439.69,3627928.27,40511.42,1.1
2020-01-01,54,3707933.93,3634844.25,73089.68,1.97
2020-02-01,54,3749187.11,3880401.67,131214.57,3.5
2020-03-01,54,3580530.98,3768898.45,188367.47,5.26
2020-04-01,54,3681722.78,3624584.63,57138.15,1.55
2020-05-01,54,4582014.15,3725978.23,856035.92,18.68
2020-06-01,54,3895137.27,4261479.27,366342.0,9.41
2020-07-01,54,3611760.79,3925083.95,313323.16,8.68
2020-08-01,54,3763648.57,3804497.3,40848.73,1.09
2020-09-01,54,4553926.4,3724115.04,829811.36,18.22
2020-10-01,54,4419800.16,4500402.46,80602.3,1.82
2020-11-01,54,4443489.36,4324642.89,118846.47,2.67
2020-12-01,54,4133073.76,4261030.79,127957.03,3.1
2021-01-01,54,4631807.24,4029931.88,601875.36,12.99
2021-02-01,54,4101551.04,4466525.77,364974.73,8.9
2021-03-01,54,4365509.92,4057167.67,308342.25,7.06
2021-04-01,54,5062230.21,4306694.99,755535.22,14.92
2021-05-01,54,5057957.57,5019875.73,38081.83,0.75
2021-06-01,54,4107364.33,4776387.44,669023.11,16.29
2021-07-01,54,4201250.4,4027952.32,173298.08,4.12
2021-08-01,54,4753321.12,4027247.48,726073.63,15.28
2021-09-01,54,5684767.9,4869301.31,815466.59,14.34
2021-10-01,54,3756050.59,5377412.07,1621361.47,43.17
2021-11-01,54,5056084.03,4306441.09,749642.95,14.83
2021-12-01,54,4209062.41,4744129.38,535066.97,12.71
2022-01-01,54,4729059.81,4337379.57,391680.25,8.28
2022-02-01,54,4979685.11,4632061.98,347623.13,6.98
2022-03-01,54,5025608.24,4999895.09,25713.15,0.51
2022-04-01,54,5018666.88,5111774.46,93107.58,1.86
2022-05-01,54,5399132.99,5103893.66,295239.33,5.47
2021-01-01,56,29.51,42.16,12.65,42.86
2021-02-01,56,31.12,34.14,3.02,9.72
2021-03-01,56,33.71,33.74,0.04,0.1
2021-04-01,56,34.42,35.33,0.91,2.64
2021-05-01,56,40.56,37.99,2.57,6.33
2021-06-01,56,42.55,41.4,1.14,2.69
2021-07-01,56,46.01,44.33,1.68,3.65
2021-08-01,56,45.52,44.67,0.85,1.86
2021-09-01,56,45.29,46.43,1.14,2.52
2021-10-01,56,38.77,45.26,6.49,16.74
2021-11-01,56,36.42,40.41,3.98,10.94
2021-12-01,56,33.79,37.09,3.3,9.77
2022-01-01,56,30.48,33.16,2.68,8.79
2022-02-01,56,28.13,32.13,4.0,14.22
2022-03-01,56,28.57,30.67,2.1,7.34
2022-04-01,56,28.7,28.71,0.01,0.03
2022-05-01,56,33.86,31.8,2.05,6.07
2022-06-01,56,34.31,33.67,0.64,1.86
2022-07-01,56,33.76,36.87,3.1,9.19
2022-08-01,56,33.77,35.65,1.88,5.57
2022-09-01,56,31.07,35.12,4.05,13.02
2022-01-01,58,135.84,175.12,39.28,28.92
2022-02-01,58,139.49,155.73,16.24,11.64
2022-03-01,58,144.98,153.72,8.74,6.03
2022-04-01,58,148.47,150.01,1.54,1.04
2022-05-01,58,128.94,150.25,21.31,16.53
2022-06-01,58,115.77,150.62,34.85,30.1
2022-07-01,58,119.83,130.06,10.24,8.54
2022-08-01,58,93.47,124.61,31.14,33.32
2022-09-01,58,106.35,102.1,4.24,3.99
2022-10-01,58,117.68,109.83,7.85,6.67
2022-11-01,58,119.2,125.28,6.08,5.1
2022-12-01,58,135.21,130.23,4.98,3.68
2023-01-01,58,124.06,124.62,0.56,0.45
2023-02-01,58,152.9,125.8,27.09,17.72
2023-03-01,58,125.87,150.71,24.84,19.74
2023-04-01,58,138.54,137.66,0.87,0.63
2023-05-01,58,108.02,145.04,37.02,34.27
2023-06-01,58,103.78,109.4,5.62,5.42
2023-07-01,58,88.78,107.29,18.5,20.84
2023-08-01,58,86.74,86.06,0.68,0.78
2023-09-01,58,86.46,91.76,5.29,6.12
2023-10-01,58,98.33,92.52,5.82,5.91
2023-11-01,58,108.85,107.38,1.47,1.35
2023-12-01,58,107.88,110.82,2.94,2.73
2024-01-01,58,117.38,108.97,8.41,7.16
2024-02-01,58,112.59,124.71,12.12,10.76
2019-01-01,63,23.31,22.5,0.81,3.48
2019-02-01,63,23.54,23.7,0.16,0.68
2019-03-01,63,24.26,23.71,0.55,2.27
2019-04-01,63,24.27,23.71,0.56,2.3
2019-05-01,63,24.93,25.4,0.46,1.86
2019-06-01,63,25.07,25.4,0.33,1.3
2019-07-01,63,25.12,25.4,0.28,1.11
2019-08-01,63,25.48,25.41,0.07,0.26
2019-09-01,63,25.54,25.42,0.12,0.47
2019-10-01,63,25.8,25.42,0.38,1.48
2019-11-01,63,25.51,25.43,0.08,0.31
2019-12-01,63,25.8,25.43,0.37,1.44
2020-01-01,63,25.99,25.4,0.58,2.25
2020-02-01,63,26.47,25.4,1.07,4.04
2020-03-01,63,26.39,27.15,0.76,2.88
2020-04-01,63,27.3,25.41,1.89,6.92
2020-05-01,63,27.53,27.28,0.26,0.93
2020-06-01,63,27.39,27.3,0.09,0.32
2020-07-01,63,28.32,27.28,1.04,3.67
2020-08-01,63,28.77,27.29,1.48,5.15
2020-09-01,63,28.56,29.01,0.45,1.57
2020-10-01,63,28.77,27.3,1.47,5.12
2020-11-01,63,28.51,28.99,0.48,1.68
2020-12-01,63,28.2,27.29,0.9,3.21
2021-01-01,63,28.38,27.27,1.11,3.92
2021-02-01,63,29.28,27.27,2.02,6.89
2021-03-01,63,29.44,28.99,0.45,1.53
2021-04-01,63,29.77,29.2,0.57,1.91
2021-05-01,63,30.43,29.23,1.2,3.94
2021-06-01,63,30.99,29.23,1.76,5.69
2021-07-01,63,30.67,29.53,1.14,3.7
2021-08-01,63,31.16,31.11,0.06,0.18
2021-09-01,63,31.88,31.37,0.51,1.59
2021-10-01,63,31.21,31.67,0.47,1.49
2021-11-01,63,31.91,31.38,0.53,1.66
2021-12-01,63,31.68,31.65,0.03,0.09
2022-01-01,63,32.26,31.35,0.91,2.82
2022-02-01,63,32.79,32.33,0.47,1.42
2022-03-01,63,33.12,32.35,0.77,2.34
2022-04-01,63,33.65,32.33,1.32,3.93
2022-05-01,63,33.46,32.6,0.85,2.55
2022-06-01,63,34.6,32.6,1.99,5.75
2022-07-01,63,34.27,34.01,0.26,0.77
2021-01-01,65,660.82,634.14,26.68,4.04
2021-02-01,65,688.23,676.62,11.61,1.69
2021-03-01,65,644.55,675.96,31.41,4.87
2021-04-01,65,677.6,629.32,48.27,7.12
2021-05-01,65,682.24,675.88,6.36,0.93
2021-06-01,65,726.48,675.88,50.6,6.97
2021-07-01,65,693.35,710.89,17.54,2.53
2021-08-01,65,701.16,703.57,2.4,0.34
2021-09-01,65,734.47,699.62,34.85,4.74
2021-10-01,65,729.77,720.87,8.89,1.22
2021-11-01,65,701.73,728.43,26.7,3.8
2021-12-01,65,698.39,704.94,6.55,0.94
2022-01-01,65,789.61,702.58,87.02,11.02
2022-02-01,65,798.49,767.74,30.74,3.85
2022-03-01,65,720.27,764.9,44.63,6.2
2022-04-01,65,788.9,716.31,72.59,9.2
2022-05-01,65,817.53,767.74,49.79,6.09
2022-06-01,65,845.51,809.33,36.18,4.28
2022-07-01,65,847.99,836.0,11.99,1.41
2022-08-01,65,816.8,834.86,18.06,2.21
2022-09-01,65,827.76,808.61,19.15,2.31
2022-10-01,65,809.55,824.7,15.15,1.87
2022-11-01,65,789.07,792.67,3.6,0.46
2022-12-01,65,825.49,771.35,54.14,6.56
2023-01-01,65,861.97,832.87,29.1,3.38
2023-02-01,65,885.16,843.59,41.57,4.7
2023-03-01,65,819.23,835.48,16.25,1.98
2023-04-01,65,907.89,831.88,76.01,8.37
2023-05-01,65,939.7,910.55,29.15,3.1
2023-06-01,65,924.8,922.71,2.09,0.23
2023-07-01,65,923.08,937.81,14.74,1.6
2023-08-01,65,954.33,922.8,31.53,3.3
2023-09-01,65,875.2,971.25,96.05,10.97
2023-10-01,65,852.36,859.99,7.63,0.9
2023-11-01,65,928.54,850.14,78.39,8.44
2023-12-01,65,1006.85,917.73,89.12,8.85
2022-01-01,70,3078.97,3159.91,80.94,2.63
2022-02-01,70,3412.06,3142.63,269.43,7.9
2022-03-01,70,3728.76,3463.84,264.92,7.1
2022-04-01,70,3490.96,3659.07,168.11,4.82
2022-05-01,70,4460.04,3535.99,924.05,20.72
2022-06-01,70,4443.9,4380.4,63.5,1.43
2022-07-01,70,3910.3,4329.16,418.87,10.71
2022-08-01,70,4404.61,3886.2,518.41,11.77
2022-09-01,70,4963.08,4519.05,444.03,8.95
2022-10-01,70,4822.36,4557.15,265.21,5.5
2022-11-01,70,4151.47,4625.06,473.59,11.41
2022-12-01,70,3231.38,4099.39,868.01,26.86
2023-01-01,70,3869.44,3379.78,489.66,12.65
2023-02-01,70,4162.96,3666.69,496.27,11.92
2023-03-01,70,4416.81,4201.3,215.51,4.88
2023-04-01,70,4840.97,4322.32,518.66,10.71
2023-05-01,70,5025.55,4817.74,207.81,4.13
2023-06-01,70,5087.72,4800.2,287.52,5.65
2023-07-01,70,4928.31,5005.5,77.19,1.57
2023-08-01,70,4181.65,4810.46,628.81,15.04
2023-09-01,70,5235.96,4331.09,904.88,17.28
2023-10-01,70,4874.07,5503.77,629.69,12.92
2017-01-01,76,558.96,523.8,35.16,6.29
2017-02-01,76,574.54,567.58,6.96,1.21
2017-03-01,76,565.59,577.41,11.82,2.09
2017-04-01,76,547.67,565.7,18.03,3.29
2017-05-01,76,532.1,531.54,0.56,0.11
2017-06-01,76,500.06,522.85,22.79,4.56
2017-07-01,76,523.57,524.43,0.86,0.16
2017-08-01,76,564.97,524.47,40.5,7.17
2017-09-01,76,527.43,578.13,50.7,9.61
2017-10-01,76,555.29,526.51,28.78,5.18
2017-11-01,76,664.02,583.26,80.76,12.16
2017-12-01,76,630.94,665.0,34.06,5.4
2018-01-01,76,681.2,625.09,56.11,8.24
